A Digital Hardware Implementation for A new Mixed-Order Nonlinear 3-D Chaotic System,Elsafty A.H. ,"Nile University, Nanoelectronics Integrated Systems Center (NISC), Giza,",57202986074,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57202986074&zone=,"Elsafty, Abdulaziz H.","Elsafty, Abdulaziz H. ; ElSafty, Abdulaziz H. ; Elsafty, Abdulaziz H."
Targeted photodynamic-induced singlet oxygen production by peptide-conjugated biodegradable nanoparticles for treatment of skin melanoma, AbdelKader M.H. ,"Faculty of Engineering and Applied Sciences, Nile University, Cairo,",57202818769,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57202818769&zone=,"Abdel Kader, Mahmoud Hashem","Abdel Kader, Mahmoud Hashem ; Abdel Kader, M. H. ; Abdel-Kader, Mahmoud H. ; Abdelkader, Mahmoud H. ; Abdel-kader, Mahmoud H. ; Abdel-kader, Mahmoud ; Abdel-Kader, Mahomoud H. ; Abdel-Kader, Mahmoud ; Abdel-Kader, Mahmood H. ; Abdel Kader, Mahmoud ; Abdel Kader, Mahmoud H. ; Kader, M. H.Abdel ; AbdelKader, Mahmoud Hashem ; Abdel-Kader, M. H."
ARQ secrecy over correlated fading channels,Abdel Latif M. ,"Abdel Latif, M., Wireless Intelligent Networks Center (WINC), Nile University, Cairo,",36182100400,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=36182100400&zone=,"Abdel Latif, Mohamed","Abdel Latif, Mohamed"
Analysis of compressive strength of glass fiber reinforced concrete using design of experiments,Abdelal M.A. ,"Nile University, Department of Civil Infrastructure Engineering Management, Cairo,",57212302810,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57212302810&zone=,"Abdelal, Mohamed A.","Abdelal, Mohamed A."
Generalization of third-order low pass filters to the fractional-order domain with experimental results, Abdelaty A.M. ,"NISC Research Centre, Nile University, Cairo,",57191328816,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57191328816&zone=,"AbdelAty, Amr M.","AbdelAty, Amr M. ; AbdelAty, Amr M. ; Abdelaty, Amr M. ; AbdelAty, A. M. ; Abdelaty, A. M."
Experimental digital forensics of subscriber identification module (SIM) Card,Abdelazim M.T. ,"Nile University, Cairo,",57197837461,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57197837461&zone=,"Abdelazim, Mohamed T.","Abdelazim, Mohamed T."
A novel framework for scalable video streaming over multi-channel multi-radio wireless mesh networks,Abdel-Aziz M.K. ,"Wireless Intelligent Networks Center (WINC), Nile University,",57189660692,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57189660692&zone=,"Abdel-Aziz, Mohamed K.","Abdel-Aziz, Mohamed K."
A new cloud computing governance framework, Abdelbaki N. ,"Center for Informatics Science, School of Information and Communication Technology, Nile University, Cairo,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
A postmortem forensic analysis for a JavaScript based attack, Abdelbaki N. ,"Nile University, Cairo,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
A survey on smart cities’ IoT, Abdelbaki N. ,"School of CIT, Nile University, Giza,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
An interactive multimedia-based learning architecture: A Generic Virtual Lab, Abdelbaki N. ,"School of Communication and Information Technology, Center for Informatics Sciences, Nile University, Cairo,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Behaviorally-Based Textual Similarity Engine for Matching Job-Seekers with Jobs, Abdelbaki N. ,"School of Communication and Information Technology, Nile University, Giza,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
"Browsers fingerprinting motives, methods, and countermeasures", Abdelbaki N. ,"School of Communication and Information Technology, Nile University, Information Security Program, Giza,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Cloud computing security: Challenges & future trends, Abdelbaki N. ,"Information Security Program, School of Communications and Information Technology, Nile University, Giza, 12588,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Cluster Head election in Wireless Sensor Networks, Abdelbaki N. ,"Ahram Canadian University, Nile University, Cairo,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Comparison study of digital forensics analysis techniques, Abdelbaki N. ,"Nile University, 26th of July Corridor, Sheikh Zayed, Giza, 12588,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Convergence study of IPv6 tunneling techniques, Abdelbaki N. ,"Nile University, School of Communication and Information Technology, Cairo,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Creating an innovative generic virtual learning lab, Abdelbaki N. ,"School of Communication and Information Technology, Center for Informatics Sciences, Nile University, Cairo,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Enhanced approach to detect malicious VB script files based on data mining techniques, AbdelBaki N. ,"Nile University, Giza,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Experimental digital forensics of subscriber identification module (SIM) Card, Abdelbaki N. ,"Nile University, Cairo,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Gesture recognition for improved user experience in augmented biology lab, Abdelbaki N. ,"Nile University, Cairo,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
HTTP application layer DDoS attack mitigation using resources monitor, Abdelbaki N. ,"Nile University, Cairo,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Hybrid Information Filtering Engine for Personalized Job Recommender System, Abdelbaki N. ,"School of Communication and Information Technology, Nile University, Giza,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Innovative human-robot interaction for a robot tutor in biology game, Abdelbaki N. ,"School of Communications and Informatics, Nile University, Giza,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Malware Detection using Opcode Trigram Sequence with SVM, Abdelbaki N. ,"Information Security- School of Communication and Information Technology, Nile University, Giza Cairo,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Misfeasor classification and detection models using machine learning techniques, Abdel-Baki N. ,"Center for Informatics Science, Nile University, Giza,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
New governance framework to secure cloud computing, Abdelbaki N. ,"School of Information and Communication Technology, Center for Informatics Science, Nile University, Cairo,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
NONYM!ZER: Mitigation Framework for Browser Fingerprinting, Abdelbaki N. ,"Information Security Program, School of Communication and Information Technology, Nile University, Giza,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Performance evaluation and comparison of the top market virtualization hypervisors, Abdelbaki N. ,"School of Communication and Information Technology, Nile University, Giza,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
"Stock exchange threat modeling, EGX as a case study", AbdelBaki N. ,"Nile University, Giza,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Towards cloud customers self-monitoring and availability-monitoring, Abdelbaki N. ,"School of Communications and Information Technology, Nile University, Cairo,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Towards efficient and secure cloud, Abdelbaki N. ,"School of Communications and Information Technology, Department of Information Security, Nile University, Cairo,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Towards IT-Legal Framework for Cloud Computing, Abdelbaki N. ,"School of Communications and Information Technology, Nile University,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Vision capabilities for a humanoid robot tutoring biology, Abdelbaki N. ,"School of Communication and Information Technology, Nile University, Giza,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
VoIP performance evaluation over IPv4-6 and manually configured tunnels, Abdelbaki N. ,"School of Communication and Information Technology, Nile University, Cairo,",55932162200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55932162200&zone=,"Abdelbaki, Nashwa","Abdelbaki, Nashwa ; Abdel-Baki, N. ; Abdel-Baki, Nashwa ; AbdelBaki, Nashwa ; Abdel-Baki, Nahswa"
Automotive standards compliance cost reduction by mutual integration between automotive SPICE and IATF 16949:2016, Abdelfatah A.M. ,"Nile University, Giza,",57212311125,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57212311125&zone=,"Abdelfatah, Ahmed M.","Abdelfatah, Ahmed M."
Ecosystems for the development of multi-core and many-core SoC models, Abdelfattah M.A. ,"Nanoelectronics Integrated Systems Center, Nile University, B-71 Smart Village, Cairo,",57209012938,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57209012938&zone=,"Abdelfattah, Moataz A.","Abdelfattah, Moataz A. ; Abdelfattah, Moataz"
Optimized Edge Detection Technique for Brain Tumor Detection in MR Images,Abdel-Gawad A.H. ,"Nanoelectronics Integrated Systems Center, Nile University, Giza, 12588,",57215285541,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57215285541&zone=,"Abdel-Gawad, Ahmed H.","Abdel-Gawad, Ahmed H."
Speech Encryption on FPGA Using a Chaotic Generator and S-Box Table, Abdel-Gawad A.H. ,"NISC Research Center, Nile University, Giza,",57215285541,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57215285541&zone=,"Abdel-Gawad, Ahmed H.","Abdel-Gawad, Ahmed H."
Breathing charge density waves in intrinsic Josephson junctions, Abdelhafiz H. ,"Smart Village, Nile University, Giza, 12677,",55985097400,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55985097400&zone=,"Abdelhafiz, H.","Abdelhafiz, H."
Security and Efficiency of Feistel Networks Versus Discrete Chaos for Lightweight Speech Encryption, Abd-El-Hafiz S.K. ,"Nanoelectronics Integrated Systems Center, Nile University, Cairo, 12588,",6603636787,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6603636787&zone=,"Abd-El-Hafiz, Salwa K.","Abd-El-Hafiz, Salwa K. ; Abd-El-Hafiz, Salwa Kamal ; Abd-El-hafiz, Salwa K. ; Abd-El-Hafiz, S. K. ; Abd-El-Hafiz, Salwa K. ; Abd-El-Hfiz, Salwa K. ; Abd-El-Hafiz, S. ; Abd-El-hafiz, S. K. ; Abd-El Hafiz, S. K."
Modified kinetic-hydraulic UASB reactor model for treatment of wastewater containing biodegradable organic substrates, Abdel-Halim H.S. ,"NISC Research Center, Nile University, Giza,",12760296600,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=12760296600&zone=,"Abdel-Halim, H. S.","Abdel-Halim, H. S. ; Abdel-Halim, Hisham S. ; Abdel-Halim, Hisham ; Abdelhalim, Hisham ; Haleem, Hesham Abdel ; Halim, H. A. ; Abdel-Halim, H. S."
"Phytosynthesis of Au, Ag, and Au-Ag bimetallic nanoparticles using aqueous extract of sago pondweed (Potamogeton pectinatus L.)",Abdelhamid A.A. ,"Nanotechnology Centre, Nile University, Smart Village, B2-Km 28, Cairo-Alex Desert Road, Giza 12677,",57189616674,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57189616674&zone=,"AbdelHamid, Ayman A.","AbdelHamid, Ayman A. ; Abdelhamid, Ayman A. ; AbdelHamid, Ayman A."
Improved spectrum mobility using virtual reservation in collaborative cognitive radio networks,Abdel-Hamid A.T. ,"Wireless Intelligent Networks Center (WINC), Nile University, Cairo,",56094881800,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=56094881800&zone=,"Abdel-Hamid, Ayman T.","Abdel-Hamid, Ayman T."
JSDES - An automated de-obfuscation system for malicious javascript,Abdelkhalek M. ,"Nile University,",57195946169,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57195946169&zone=,"Abdelkhalek, Moataz","Abdelkhalek, Moataz"
A New Chaotic Map with Dynamic Analysis and Encryption Application in Internet of Health Things, El-Latif A.A.A. ,"School of Information Technology and Computer Science, Nile University, Giza, 12677,",8578949200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=8578949200&zone=,"Abd-El-Latif, Ahmed A.","Abd-El-Latif, Ahmed A. ; EL-Latif, Ahmed A.Abd ; Abd El-latif, Ahmed A. ; El-Latif, A. A.Abd ; Abd El-Latif, Ahmed A. ; El-Latif, Ahmed A.Abd ; Abd-El-Latif, Ahmed ; A. Abd El-Latif, Ahmed ; Abd EL-Latif, Ahmed A. ; Abd El-Latif, A. A."
A novel image steganography technique based on quantum substitution boxes,Abd EL-Latif A.A. ,"School of Information Technology and Computer Science, Nile University,",8578949200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=8578949200&zone=,"Abd-El-Latif, Ahmed A.","Abd-El-Latif, Ahmed A. ; EL-Latif, Ahmed A.Abd ; Abd El-latif, Ahmed A. ; El-Latif, A. A.Abd ; Abd El-Latif, Ahmed A. ; El-Latif, Ahmed A.Abd ; Abd-El-Latif, Ahmed ; A. Abd El-Latif, Ahmed ; Abd EL-Latif, Ahmed A. ; Abd El-Latif, A. A."
